,0,1
0,471.8730163574219,196.33787536621094
1,481.5,186.87142944335938
2,462.5,186.87142944335938
3,472.4219055175781,178.19346618652344
4,455.8612976074219,175.72706604003906
5,487.4219055175781,175.19346618652344
6,465.8730163574219,167.33787536621094
7,478.8730163574219,166.33787536621094
8,492.8730163574219,164.33787536621094
9,451.4219055175781,164.19346618652344
10,473.8612976074219,154.72706604003906
11,460.8730163574219,155.33787536621094
12,486.8612976074219,152.72706604003906
13,445.8730163574219,152.33787536621094
14,499.4219055175781,149.19346618652344
15,468.4219055175781,143.19346618652344
16,455.8730163574219,143.33787536621094
17,480.8730163574219,141.33787536621094
18,440.8612976074219,140.72706604003906
19,493.0,137.5662078857422
20,505.0,133.5662078857422
21,463.0,132.4337921142578
22,450.5,132.12857055664062
23,475.5,129.87142944335938
24,436.5,128.87142944335938
25,488.0,126.43379211425781
26,500.0,122.43379211425781
27,446.0,121.43379211425781
28,467.0,119.43379211425781
29,479.0,116.56620788574219
30,511.5,116.12857055664062
31,431.4219055175781,116.19347381591797
32,490.5,113.12857055664062
33,455.5,113.0
34,442.0,109.5
35,502.5,108.0
36,466.5,107.0
37,516.0,104.5
38,481.5,103.5
39,427.0,104.0
40,451.4444580078125,100.53472137451172
41,493.5,98.0
42,438.5,97.5
43,506.0,95.5
44,471.5,95.0
45,520.5,92.87142944335938
46,422.5,92.5
47,483.0,90.0
48,460.0,89.5
49,447.5,87.12857055664062
50,496.0,85.43379211425781
51,433.8612976074219,85.27293395996094
52,510.8730163574219,83.3378677368164
53,471.5,82.12857055664062
54,525.9246826171875,80.6552505493164
55,416.5,80.87142944335938
56,485.4219055175781,77.19347381591797
57,459.5,76.12857055664062
58,443.0,75.43379211425781
59,428.0,73.5
60,502.4219055175781,73.19347381591797
61,516.8764038085938,71.790283203125
62,474.5,69.5
63,408.26226806640625,69.5
64,530.8612670898438,68.27293395996094
65,491.5,65.5
66,451.3873291015625,65.5
