,0,1
0,483.8714294433594,211.5
1,495.8714294433594,206.5
2,471.1285705566406,206.5
3,481.8714294433594,198.5
4,461.56622314453125,198.0
5,504.56622314453125,197.0
6,492.56622314453125,194.0
7,472.2792663574219,189.06080627441406
8,453.1285705566406,187.5
9,513.279296875,187.06080627441406
10,484.1285705566406,183.5
11,500.56622314453125,183.0
12,818.8612670898438,179.27293395996094
13,463.56622314453125,179.0
14,323.1934814453125,178.57809448242188
15,444.8714294433594,177.5
16,184.87142944335938,177.5
17,522.279296875,177.06080627441406
18,831.5879516601562,175.0625
19,806.1387329101562,174.72706604003906
20,198.20181274414062,175.29025268554688
21,476.1285705566406,173.5
22,509.8714294433594,172.5
23,492.56622314453125,173.0
24,311.8065185546875,171.57809448242188
25,172.79818725585938,171.70974731445312
26,334.4788818359375,171.06338500976562
27,792.847900390625,170.15213012695312
28,455.1285705566406,168.5
29,209.79818725585938,169.29025268554688
30,843.6436767578125,167.80918884277344
31,817.0,167.0
32,529.8143310546875,167.06488037109375
33,437.2792663574219,167.06080627441406
34,323.5,164.0
35,183.4337921142578,164.0
36,161.74429321289062,164.0
37,829.3853149414062,162.38534545898438
38,782.3563232421875,163.19081115722656
39,659.72705078125,162.86129760742188
40,501.1285705566406,162.5
41,484.1285705566406,162.5
42,467.43377685546875,163.0
43,197.209716796875,163.12362670898438
44,803.8065185546875,161.42190551757812
45,517.8713989257812,161.5
46,303.1934814453125,161.57809448242188
47,220.79818725585938,161.70974731445312
48,343.5,161.12857055664062
49,854.8065185546875,159.57809448242188
50,672.337890625,159.87301635742188
51,646.8612670898438,159.27293395996094
52,446.8143310546875,158.06488037109375
53,428.8714294433594,157.5
54,537.4337768554688,156.0
55,208.86129760742188,155.72706604003906
56,151.6436767578125,155.80918884277344
57,683.5780639648438,155.19346618652344
58,172.4337921142578,155.0
59,232.20181274414062,154.29025268554688
60,476.1285705566406,152.5
61,458.43377685546875,153.0
62,635.8065185546875,151.42190551757812
63,508.8143310546875,152.06488037109375
64,492.7981872558594,152.29025268554688
65,661.5,150.0
66,525.2018432617188,150.29025268554688
